,yolov5n,yolov5s,yolov5m,yolov5l,yolov5x,detr-resnet-50,detr-resnet-101
pr_mota,-0.19034096363083947,-0.33264804240697954,-0.3660097571949657,-0.41590184366954336,-0.4619147695376121,-1.5145781116541541,-1.3263942997883817
