,num_frames,mota,motp,num_switches,idfp,idfn,idtp,mostly_tracked,mostly_lost,num_unique_objects,min_mota,max_mota,conf_threshold
0,,-0.38609677864855735,0.16162325205229655,1470,337209.0,230484.0,347750.0,2758,877,5936,-13.762938230383973,0.6887595552466991,0.9
1,,-0.6543967338697603,0.16328145513977949,1846,459831.0,212966.0,365268.0,3072,768,5936,-16.35559265442404,0.6441914140637022,0.8
2,,-0.8337809458565116,0.16390898299375709,2154,543895.0,207293.0,370941.0,3211,734,5936,-17.717863105175294,0.628773657485767,0.7
3,,-0.9825717980592084,0.16426918154062134,2401,613017.0,204767.0,373467.0,3289,708,5936,-18.821368948247077,0.6092937374980767,0.6
4,,-1.1229288136875621,0.16454601333253727,2670,677045.0,203616.0,374618.0,3345,675,5936,-19.814691151919867,0.5880289275273118,0.5
5,,-1.2678554079052706,0.164626153515761,2954,742674.0,203746.0,374488.0,3393,654,5936,-20.75959933222037,0.5627019541467918,0.4
6,,-1.4263731228481107,0.16480746136481703,3316,813999.0,204812.0,373422.0,3431,647,5936,-21.919866444073456,0.5322972765040775,0.29999999999999993
7,,-1.63716648428462,0.16488849768219271,3876,906408.0,207576.0,370658.0,3446,635,5936,-23.564273789649416,0.48610555470072314,0.19999999999999996
8,,-2.022000876353934,0.16511730261953858,5170,1073901.0,216679.0,361555.0,3484,628,5936,-27.469115191986646,0.4206326175275682,0.09999999999999998
9,,-4.006140600343644,0.16531849267917748,18349,2000818.0,292303.0,285931.0,3730,492,5936,-44.39232053422371,0.13362055700877062,0.0
